CPT3_var_class_1,Numeric,8,2,CPT3 Variability classification,"{.00, Low variability}...",None,8,Right,Nominal,Input
CPT3_HRTbc_ss_1,Numeric,8,2,CPT3 HRT Block Change standard score,None,None,8,Right,Scale,Input
CPT3_HRTbc_class_1,Numeric,8,2,CPT3 HRT Block Change classification,"{.00, Stable RT across blocks}...",None,8,Right,Nominal,Input
CPT3_HRTisi_ss_1,Numeric,8,2,CPT3 HRT ISI Change standard score,None,None,8,Right,Scale,Input
CPT3_HRTisi_class_1,Numeric,8,2,CPT3 HRT ISI Change classification,"{.00, Stable RT across ISIs}...",None,8,Right,Nominal,Input
trails_ver,Numeric,8,2,Trails version,"{.00, STD}...",None,8,Right,Nominal,Input
trailsa_raw_1,Numeric,8,2,Trails A raw score,None,None,10,Right,Scale,Input
trailsa_ss_1,Numeric,8,2,Trails A standard score,None,None,8,Right,Scale,Input
trailsa_err_1,Numeric,8,2,Trails A number of errors,None,None,8,Right,Scale,Input
trailsb_raw_1,Numeric,8,2,Trails B raw score,None,None,8,Right,Scale,Input
trailsb_ss_1,Numeric,8,2,Trails B standard score,None,None,8,Right,Scale,Input
trailsb_err_1,Numeric,8,2,Trails B number of errors,None,None,8,Right,Scale,Input
wcst_ver,Numeric,8,2,WCST version,"{.00, STD}...",None,8,Right,Nominal,Input
wcst_cat_raw_1,Numeric,8,2,WCST total categories raw score,None,None,8,Right,Scale,Input
wcst_cat_perc_1,Numeric,8,2,WCST total categories percentile rank,"{.00, <1}...",None,9,Right,Nominal,Input
wcst_fms_raw_1,Numeric,8,2,WCST failure to maintain set raw score,None,None,8,Right,Scale,Input
wcst_fms_perc_1,Numeric,8,2,WCST failure to maintain set percentile rank,"{.00, <1}...",None,9,Right,Nominal,Input
wcst_err_raw_1,Numeric,8,2,WCST total errors raw score,None,None,8,Right,Scale,Input
wcst_err_ss_1,Numeric,8,2,WCST total errors standard score,None,None,8,Right,Scale,Input
wcst_per_raw_1,Numeric,8,2,WCST perseverations raw score,None,None,8,Right,Scale,Input
wcst_per_ss_1,Numeric,8,2,WCST perseverations standard score,None,None,8,Right,Scale,Input
letfluency_ver,Numeric,8,2,Letter Fluency version,"{.00, DKEFS-std}...",None,8,Right,Nominal,Input
DKEFSletterflue_raw_1,Numeric,8,2,"DKEFS Verbal Fluency, Letter Fluency Raw Score",None,None,8,Right,Scale,Input
DKEFSletterflue_ss_1,Numeric,8,2,"DKEFS Verbal Fluency, Letter Fluency Scaled Score",None,None,8,Right,Scale,Input
DKEFSletterlfue_per_1,Numeric,8,2,"DKEFS Verbal Fluency, Letter Fluency perseverations",None,None,8,Right,Scale,Input
DKEFSleterflue_int_1,Numeric,8,2,"DKEFS Verbal Fluency, Letter Fluency intrusions",None,None,8,Right,Scale,Input
letfluency_raw_1,Numeric,8,2,Letter Fluency raw score,None,None,8,Right,Scale,Input
letfluency_ss_1,Numeric,8,2,Letter Fluency standard score,None,None,8,Right,Scale,Input
letfluency_per_1,Numeric,8,2,Letter Fluency perseverations,None,None,8,Right,Scale,Input
letfluency_int_1,Numeric,8,2,Letter Fluency intrusions,None,None,8,Right,Scale,Input
catfluency_ver_1,Numeric,8,2,Category Fluency version,"{.00, DKEFS-std}...",None,8,Right,Nominal,Input
catfluency_raw_1,Numeric,8,2,"DKEFS Verbal Fluency, Category Fluency raw score",None,None,8,Right,Scale,Input
catfluency_ss_1,Numeric,8,2,"DKEFS Verbal Fluency, Category Fluency scaled score",None,None,8,Right,Scale,Input
DKEFScatflu_per_1,Numeric,8,2,"DKEFS Verbal Fluency, Category Fluency perseverations",None,None,8,Right,Scale,Input
DKEFScatflu_int_1,Numeric,8,2,"DKEFS Verbal Fluency, Category Fluency intrusions",None,None,8,Right,Scale,Input
catfluency_per_1,Numeric,8,2,Category Fluency perseverations,None,None,8,Right,Scale,Input
catfluency_int_1,Numeric,8,2,Category Fluency intrusions,None,None,8,Right,Scale,Input
DKEFS_switch_vers_1,Numeric,8,2,DKEFS Switching Version,"{.00, STD}...",None,8,Right,Nominal,Input
DKEFSswitchfluency_raw_1,Numeric,8,2,"If DKEFS Switching was administered, raw score",None,None,8,Right,Scale,Input
DKEFSswitchfluency_ss_1,Numeric,8,2,Switching fluency scaled score,None,None,8,Right,Scale,Input
DKEFSswitchaccuracy_raw_1,Numeric,8,2,Switching accuracy raw score,None,None,8,Right,Scale,Input
DKEFSswitchaccuracy_ss_1,Numeric,8,2,Switching accuracy scaled score,None,None,8,Right,Scale,Input
DKEFSTrails_vis_scan_raw_1,Numeric,8,2,DKEFS Trail Making Visual Scanning raw score,None,None,8,Right,Scale,Input
DKEFSTrails_vis_scan_ss_1,Numeric,8,2,DKEFS Trail Making Visual Scanning scaled score,None,None,8,Right,Scale,Input
DKEFSTrails_num_seq_raw_1,Numeric,8,2,DKEFS Number Sequencing raw score,None,None,8,Right,Scale,Input
DKEFSTrails_num_seq_ss_1,Numeric,8,2,DKEFS Number Sequencing scaled score,None,None,8,Right,Scale,Input
DKEFSTrails_let_seq_raw_1,Numeric,8,2,DKEFS Letter Sequencing raw score,None,None,8,Right,Scale,Input
DKEFSTrails_let_seq_ss_1,Numeric,8,2,DKEFS Letter Sequencing scaled score,None,None,8,Right,Scale,Input
DKEFSTrails_switch_raw_1,Numeric,8,2,DKEFS Number-Letter Switching raw score,None,None,8,Right,Scale,Input
DKEFSTrails_switch_ss_1,Numeric,8,2,DKEFS Number-Letter Switching scaled score,None,None,8,Right,Scale,Input
DKEFSTrails_errors_raw_1,Numeric,8,2,DKEFS Total Errors raw score,None,None,8,Right,Scale,Input
DKEFSTrails_errors_ss_1,Numeric,8,2,DKEFS Total Errors scaled score,None,None,8,Right,Scale,Input
DKEFSTrails_mot_speed_raw_1,Numeric,8,2,DKEFS Motor Speed raw score,None,None,8,Right,Scale,Input
DKEFSTrails_mot_speed_ss_1,Numeric,8,2,DKEFS Motor Speed scaled score,None,None,8,Right,Scale,Input
DKEFSTower_ach_score_raw_1,Numeric,8,2,DKEFS Tower Achievement Score raw score,None,None,8,Right,Scale,Input
DKEFSTower_ach_score_ss_1,Numeric,8,2,DKEFS Tower Achievement Score scaled score,None,None,8,Right,Scale,Input
DKEFSTower_mean1move_raw_1,Numeric,8,2,DKEFS Tower Mean First Move Time raw score,None,None,8,Right,Scale,Input
DKEFSTower_mean1move_ss_1,Numeric,8,2,DKEFS Tower Mean First Move Time scaled score,None,None,8,Right,Scale,Input
DKEFSTower_timepermove_raw_1,Numeric,8,2,DKEFS Tower Time/Move Ratio raw score,None,None,8,Right,Scale,Input
DKEFSTower_timepermove_ss_1,Numeric,8,2,DKEFS Tower Time/Move Ratio scaled score,None,None,8,Right,Scale,Input
DKEFSTower_move_acc_raw_1,Numeric,8,2,DKEFS Tower Move Accuracy Ratio raw score,None,None,8,Right,Scale,Input
DKEFSTower_move_acc_ss_1,Numeric,8,2,DKEFS Tower Move Accuracy Ratio scaled score,None,None,8,Right,Scale,Input
DKEFSTower_rule_viol_raw_1,Numeric,8,2,DKEFS Tower Rule-Violation/Item Ratio raw score,None,None,8,Right,Scale,Input
DKEFSTower_rule_viol_ss_1,Numeric,8,2,DKEFS Tower Rule-Violation/Item Ratio scaled score,None,None,8,Right,Scale,Input
DKEFSTower_tot_rvs_raw_1,Numeric,8,2,DKEFS Tower Total Rule Violations raw score,None,None,8,Right,Scale,Input
DKEFSTower_tot_rvs_perc_1,Numeric,8,2,DKEFS Tower Total Rule Violations percentile,"{.00, <2}...",None,8,Right,Nominal,Input
book_cat_errors_raw_1,Numeric,8,2,Booklet Category Test errors raw score,None,None,8,Right,Scale,Input
book_cat_errors_ss_1,Numeric,8,2,Booklet Category Test errors standard score,None,None,8,Right,Scale,Input
TapSet_raw_1,Numeric,8,2,Tapping Set raw score,None,None,8,Right,Scale,Input
MotSeq_raw_1,Numeric,8,2,Motor Sequencing raw score,None,None,8,Right,Scale,Input
ML_PDE_raw_1,Numeric,8,2,Multiple Loops PDE raw score,None,None,8,Right,Scale,Input
ML_PFE_raw_1,Numeric,8,2,Multiple Loops PFE raw score,None,None,8,Right,Scale,Input
RS_PDE_raw_1,Numeric,8,2,Recurrent Series PDE raw score,None,None,8,Right,Scale,Input
RS_PFE_raw_1,Numeric,8,2,Recurrent Series PFE raw score,None,None,8,Right,Scale,Input
pegs_DH_trial1_raw_1,Numeric,8,2,Grooved Pegboard Dominant Hand raw score,None,None,8,Right,Scale,Input
pegs_DH_trial1_ss_1,Numeric,8,2,Grooved Pegboard Dominant Hand standard score,None,None,8,Right,Scale,Input
pegs_NDH_trial1_raw_1,Numeric,8,2,Grooved Pegboard Non-Dominant Hand raw score,None,None,8,Right,Scale,Input
pegs_NDH_trial1_ss_1,Numeric,8,2,Grooved Pegboard Non-Dominant Hand standard score,None,None,8,Right,Scale,Input
gripstrength_DH_raw_1,Numeric,8,2,Grip Strength Dominant Hand raw score,None,None,8,Right,Scale,Input
gripstrength_DH_ss_1,Numeric,8,2,Grip Strength Dominant Hand scaled score,None,None,8,Right,Scale,Input
gripstrength_NDH_raw_1,Numeric,8,2,Grip Strength Non-Dominant Hand raw score,None,None,8,Right,Scale,Input
gripstrength_NDH_ss_1,Numeric,8,2,Grip Strength Non-Dominant Hand scaled score,None,None,8,Right,Scale,Input
gds_raw_1,Numeric,8,2,Geriatric Depression Scale raw score,None,None,8,Right,Scale,Input
gds_class_1,Numeric,8,2,Geriatric Depression Scale classification,"{.00, WNL}...",None,8,Right,Nominal,Input
bdi_raw_1,Numeric,8,2,BDI raw score,None,None,8,Right,Scale,Input
bdi_class_1,Numeric,8,2,BDI classification,"{.00, Min}...",None,8,Right,Nominal,Input
depression_label,Numeric,8,2,severity of depression (GDS or BDI),"{.00, WNL to mild}...",None,8,Right,Nominal,Input
adfacs_iadlperc_1,Numeric,8,2,ADFACS IADL percentile,None,None,8,Right,Scale,Input
adfacs_adlperc_1,Numeric,8,2,ADFACS ADL percentile,None,None,8,Right,Scale,Input
adfacs_tot_1,Numeric,8,2,ADFACS total score percentile,None,None,8,Right,Scale,Input
maq_physio_panic_1,Numeric,8,2,MAQ Physiological Panic T score converted to standard score,None,None,8,Right,Scale,Input
maq_soc_pho_1,Numeric,8,2,MAQ Social Phobia T score converted to standard score,None,None,8,Right,Scale,Input
maq_worry_fear_1,Numeric,8,2,MAQ Worry/Fears T score converted to standard score,None,None,8,Right,Scale,Input
maq_neg_aff_1,Numeric,8,2,MAQ Negative Affectivity T score converted to standard score,None,None,8,Right,Scale,Input
maq_tot_1,Numeric,8,2,Total MAQ T score converted to standard score,None,None,8,Right,Scale,Input
bai_raw_1,Numeric,8,2,BAI raw score,None,None,8,Right,Scale,Input
bai_class_1,Numeric,8,2,BAI classification,"{.00, Min}...",None,8,Right,Nominal,Input
employ_2,Numeric,8,2,Employment status,"{.00, Full-time}...",None,10,Right,Nominal,Input
occup_2,String,200,0,Occupation,None,None,10,Left,Nominal,Input
marital_2,Numeric,8,2,Marital status,"{.00, Single}...",None,8,Right,Nominal,Input
diabetes_2,Numeric,8,2,Diabetes,"{.00, No}...",None,8,Right,Nominal,Input
hypertension_2,Numeric,8,2,Hypertension,"{.00, No}...",None,8,Right,Nominal,Input
cva_2,Numeric,8,2,Cerebrovascular accident,"{.00, No}...",None,8,Right,Nominal,Input
cholesterol_2,Numeric,8,2,High cholesterol,"{.00, No}...",None,8,Right,Nominal,Input
cad_2,Numeric,8,2,Coronary artery disease,"{.00, No}...",None,8,Right,Nominal,Input
tbi_2,Numeric,8,2,Traumatic brain injury,"{.00, No}...",None,8,Right,Nominal,Input
tumor_2,Numeric,8,2,Brain tumor,"{.00, No}...",None,8,Right,Nominal,Input
other_neurol_2,Numeric,8,2,Other neurologic problems,"{.00, No}...",None,8,Right,Nominal,Input
other_neurol_prob_2,String,1000,0,Description of other neurologic problems,None,None,8,Left,Nominal,Input
neurobehav_2,Numeric,8,2,Neurobehavioral syndrome per neuropsychologist,"{.00, Normal}...",None,8,Right,Nominal,Input
etiology_2,Numeric,30,0,etiology of neurobehavioral syndrome per neuropsychologist,"{0, AD}...",None,8,Right,Nominal,Input
etiology_2_explained,String,800,0,Multifactorial explained,None,None,24,Left,Nominal,Input
rx_mem_2,Numeric,8,2,Prescription for memory medication time 2,"{.00, No}...",None,8,Right,Nominal,Input
rm_memname_2,Numeric,8,2,Name of memory medication time 2,"{.00, namenda}...",None,8,Right,Nominal,Input
rx_antidep_2,Numeric,8,2,Prescription for antidepressant medication time 2,"{.00, No}...",None,8,Right,Nominal,Input
rx_anx_2,Numeric,8,2,Prescription for anxiolytic medication time 2,"{.00, No}...",None,8,Right,Nominal,Input
rx_antipsy_2,Numeric,8,2,Prescription for antipsychotic medication time 2,"{.00, No}...",None,8,Right,Nominal,Input
mood_curr_2,Numeric,8,1,Current mood problems per report during time 2,"{.0, No}...",None,13,Right,Nominal,Input
therapy_2,Numeric,8,2,current psychotherapy time 2,"{.00, No}...",None,11,Right,Nominal,Input
suicide_2,Numeric,8,2,Current suicidal ideation time 2,"{.00, No}...",None,11,Right,Nominal,Input
psychosis_2,Numeric,8,2,Current psychosis time 2,"{.00, No}...",None,13,Right,Nominal,Input
psychosistype_2,Numeric,8,2,,"{.00, none}...",None,8,Right,Nominal,Input
sleep_2,Numeric,8,2,Current sleep problems time 2,"{.00, No}...",None,10,Right,Nominal,Input
OSAtx_2,Numeric,8,2,"If have OSA, is it being treated?","{.00, No}...",None,8,Right,Nominal,Input
sleep_med_2,Numeric,8,2,Sleep medication time 2,"{.00, No}...",None,13,Right,Nominal,Input
appetite_2,Numeric,8,2,Appetite changes time 2,"{.00, No}...",None,12,Right,Nominal,Input
etoh_abuse_2,Numeric,8,2,Alcohol abuse time 2,"{.00, None}...",None,8,Right,Nominal,Input
etoh_drinks_2,Numeric,8,2,Number of drinks time 2,"{.00, None}...",None,8,Right,Nominal,Input
tobacco_2,Numeric,8,2,Tobacco use time 2,"{.00, None}...",None,8,Right,Nominal,Input
drug_2,Numeric,8,2,Recreational drug use time 2,"{.00, None}...",None,8,Right,Nominal,Input
drug_type_2,Numeric,8,2,Recreational drug use - drug type time 2,"{.00, No}...",None,8,Right,Nominal,Input
drug_name_2,String,8,0,Recreational drug use - drug name time 2,None,None,8,Left,Nominal,Input
exercise_2,Numeric,8,2,Current exercise time 2,"{.00, No}...",None,8,Right,Nominal,Input
np_date_2,Date,10,0,Date of 2md neuropsychological eval,None,None,11,Right,Scale,Input
NP_provider_2,Numeric,8,2,NP Provider at time 2,"{1.00, Umfleet}...",None,8,Right,Nominal,Input
age_2,Numeric,8,2,Age at 2nd Neuropsych eval,None,None,10,Right,Scale,Input
Addenbrookedate_2,Date,10,0,date of 2nd addenbrooke within 12 months of second neuroreader,None,None,8,Right,Scale,Input
Addenbrooke_tot_2,Numeric,8,2,overall addenbrooke score time 2,None,None,8,Right,Scale,Input
Addenbrooke_MMSE_2,Numeric,8,2,MMSE subscale derived from Addenbrooke time 2,None,None,8,Right,Scale,Input
Addenbrooke_Attn_2,Numeric,8,2,insert addenbrooke Attention subscale here time 2,None,None,8,Right,Scale,Input
Addenbrooke_Mem_2,Numeric,8,2,insert Memory subscale here time 2,None,None,8,Right,Scale,Input
Addenbrooke_Fluency_2,Numeric,8,2,insert Fluency subscale here time 2,None,None,8,Right,Scale,Input
Addenbrooke_Lang_2,Numeric,8,2,insert Language subscale here time 2,None,None,8,Right,Scale,Input
Addenbrooke_Visuo_2,Numeric,8,2,insert Visuospatial subscale here time 2,None,None,8,Right,Scale,Input
wms_io_raw_2,Numeric,8,2,WMS Info/Orientation raw score,None,None,14,Right,Scale,Input
wms_io_per_2,Numeric,8,2,WMS Info/Orientation percentile,None,None,14,Right,Scale,Input
moca_2,Numeric,8,2,Montreal Cognitive Assessment at time 2,None,None,8,Right,Scale,Input
wais_ver_2,Numeric,8,2,WAIS version,"{.00, WAIS-3}...",None,12,Right,Nominal,Input
fsiq_2,Numeric,8,2,Full Scale IQ (SS),None,None,8,Right,Scale,Input
vci_2,Numeric,8,2,Verbal Comprehension Index (SS),None,None,10,Right,Scale,Input
sim_raw_2,Numeric,8,2,Similarities raw score,None,None,11,Right,Scale,Input
sim_ss_2,Numeric,8,2,Similarities scaled score,None,None,10,Right,Scale,Input
voc_raw_2,Numeric,8,2,Vocabulary raw score,None,None,8,Right,Scale,Input
voc_ss_2,Numeric,8,2,Vocabulary scaled score,None,None,8,Right,Scale,Input
in_raw_2,Numeric,8,2,Information raw score,None,None,10,Right,Scale,Input
in_ss_2,Numeric,8,2,Information scaled score,None,None,10,Right,Scale,Input
pri_2,Numeric,8,2,Perceptual Reasoning Index,None,None,8,Right,Scale,Input
bd_raw_2,Numeric,8,2,Block Design raw score,None,None,10,Right,Scale,Input
bd_ss_2,Numeric,8,2,Block Design scaled score,None,None,10,Right,Scale,Input
mr_raw_2,Numeric,8,2,Matrix Reasoning raw score,None,None,8,Right,Scale,Input
mr_ss_2,Numeric,8,2,Matrix Reasoning scaled score,None,None,8,Right,Scale,Input
vp_raw_2,Numeric,8,2,Visual Puzzles raw score,None,None,8,Right,Scale,Input
vp_ss_2,Numeric,8,2,Visual Puzzles scaled score,None,None,8,Right,Scale,Input
wmi_2,Numeric,8,2,Working Memory Index,None,None,8,Right,Scale,Input
dsp_raw_2,Numeric,8,2,Digit Span raw score,None,None,11,Right,Scale,Input
dsp_ss_2,Numeric,8,2,Digit Span scaled score,None,None,10,Right,Scale,Input
ar_raw_2,Numeric,8,2,Arithmetic raw score,None,None,8,Right,Scale,Input
ar_ss_2,Numeric,8,2,Arithmetic scaled score,None,None,8,Right,Scale,Input
psi_2,Numeric,8,2,Processing Speed Index,None,None,10,Right,Scale,Input
ss_raw_2,Numeric,8,2,Symbol Search raw score,None,None,10,Right,Scale,Input
ss_ss_2,Numeric,8,2,Symbol Search scaled score,None,None,10,Right,Scale,Input
cd_raw_2,Numeric,8,2,Coding raw score,None,None,10,Right,Scale,Input
cd_ss_2,Numeric,8,2,Coding scaled score,None,None,10,Right,Scale,Input
wms_ver_2,Numeric,8,2,WMS version,"{.00, WMS-3}...",None,11,Right,Nominal,Input
LM_ver_2,Numeric,8,2,Logical Memory version,"{.00, Adult}...",None,10,Right,Nominal,Input
LMI_raw_2,Numeric,8,2,Logical Memory I raw score,None,None,11,Right,Scale,Input
LMI_ss_2,Numeric,8,2,Logical Memory I standard score,None,None,10,Right,Scale,Input
LMII_raw_2,Numeric,8,2,Logical Memory II raw score,None,None,12,Right,Scale,Input
LMII_ss_2,Numeric,8,2,Logical Memory II standard score,None,None,11,Right,Scale,Input
LMrec_raw_2,Numeric,8,2,Logical Memory recognition raw score,None,None,13,Right,Scale,Input
LMrec_per_2,Numeric,8,2,Logical Memory recognition percentile,"{.00, <2}...",None,13,Right,Nominal,Input
VPAI_raw_2,Numeric,8,2,Verbal Paired Associates I raw score,None,None,8,Right,Scale,Input
VPAI_ss_2,Numeric,8,2,Verbal Paired Associates I scaled score,None,None,8,Right,Scale,Input
VPAII_raw_2,Numeric,8,2,Verbal Paired Associates II raw score,None,None,8,Right,Scale,Input
VPAII_ss_2,Numeric,8,2,Verbal Paired Associates II scaled score,None,None,8,Right,Scale,Input
VPArec_raw_2,Numeric,8,2,Verbal Paired Associates recognition raw score,None,None,8,Right,Scale,Input
VPArec_perc_2,Numeric,8,2,Verbal Paired Associates recognition percentile,"{.00, <2}...",None,8,Right,Nominal,Input
VRI_raw_2,Numeric,8,2,Visual Reproduction I raw score,None,None,11,Right,Scale,Input
VRI_ss_2,Numeric,8,2,Visual Reproduction I standard score,None,None,10,Right,Scale,Input
VRII_raw_2,Numeric,8,2,Visual Reproduction II raw score,None,None,12,Right,Scale,Input
VRII_ss_2,Numeric,8,2,Visual Reproduction II standard score,None,None,11,Right,Scale,Input
VRrec_raw_2,Numeric,8,2,Visual Reproduction recognition raw score,None,None,13,Right,Scale,Input
VRrec_per_2,Numeric,8,2,Visual Reproduction recognition percentile,"{.00, <2}...",None,13,Right,Nominal,Input
VRcopy_raw_2,Numeric,8,2,Visual Reproduction Copy trial raw score,None,None,8,Right,Scale,Input
VRcopy_perc_2,Numeric,8,2,Visual Reproduction Copy trial percentile,"{.00, <2}...",None,8,Right,Nominal,Input
spat_span_raw_2,Numeric,8,2,Spatial Span raw score,None,None,8,Right,Scale,Input
spat_span_ss_2,Numeric,8,2,Spatial Span scaled score,None,None,8,Right,Nominal,Input
hvlt_form_2,Numeric,8,2,list hvlt form here,"{1.00, form 1}...",None,8,Right,Nominal,Input
hvlt_tot_raw_2,Numeric,8,2,HVLT total recall raw score,None,None,16,Right,Scale,Input
hvlt_tot_ss_2,Numeric,8,2,HVLT total recall standard score,None,None,15,Right,Scale,Input
hvlt_tot_int_2,Numeric,8,2,HVLT total recall intrusions,None,None,16,Right,Scale,Input
hvlt_tot_per_2,Numeric,8,2,HVLT total recall perseverations,None,None,16,Right,Scale,Input
hvlt_delay_raw_2,Numeric,8,2,HVLT delayed recall raw score,None,None,18,Right,Scale,Input
hvlt_delay_ss_2,Numeric,8,2,HVLT delayed recall standard score,None,None,17,Right,Scale,Input
hvlt_perc_raw_2,Numeric,8,2,HVLT percent retention raw score,None,None,17,Right,Scale,Input
hvlt_perc_ss_2,Numeric,8,2,HVLT percent retention standard score,None,None,16,Right,Scale,Input
hvlt_disc_raw_2,Numeric,8,2,HVLT discrimination index raw score,None,None,17,Right,Scale,Input
hvlt_disc_ss_2,Numeric,8,2,HVLT discrimination index standard score,None,None,16,Right,Scale,Input
cvlt_form_2,Numeric,8,2,CVLT-II form,"{.00, STD}...",None,8,Right,Nominal,Input
cvlt_tot_raw_2,Numeric,8,2,CVLT-II total recall raw score,None,None,8,Right,Scale,Input
cvlt_tot_ss_2,Numeric,8,2,CVLT-II total recall standard score,None,None,8,Right,Scale,Input
cvlt_sdelayfree_raw_2,Numeric,8,2,CVLT-II short delay free recall raw score,None,None,8,Right,Scale,Input
cvlt_sdelayfree_ss_2,Numeric,8,2,CVLT-II short delay free recall standard score,None,None,8,Right,Scale,Input
cvlt_sdelaycued_raw_2,Numeric,8,2,CVLT-II short delay cued recall raw score,None,None,8,Right,Scale,Input
cvlt_sdelaycued_ss_2,Numeric,8,2,CVLT-II short delay cued recall standard score,None,None,8,Right,Scale,Input
cvlt_ldelayfree_raw_2,Numeric,8,2,CVLT-II long delay free recall raw score,None,None,8,Right,Scale,Input
cvlt_ldelayfree_ss_2,Numeric,8,2,CVLT-II long delay free recall standard score,None,None,8,Right,Scale,Input
cvlt_ldelaycued_raw_2,Numeric,8,2,CVLT-II long delay cued recall raw score,None,None,8,Right,Scale,Input
cvlt_ldelaycued_ss_2,Numeric,8,2,CVLT-II long delay cued recall standard score,None,None,8,Right,Scale,Input
cvlt_recogdisc_raw_2,Numeric,8,2,CVLT-II recognition discriminability raw score,None,None,8,Right,Scale,Input
cvlt_recogdisc_ss_2,Numeric,8,2,CVLT-II recognition discriminability standard score,None,None,8,Right,Scale,Input
cvlt_fcrecog_perc_2,Numeric,8,2,CVLT-II forced choice recognition percent correct,None,None,8,Right,Scale,Input
BVMT_form_2,Numeric,8,2,BVMT-R form time 2,"{1.00, FM-1}...",None,8,Right,Nominal,Input
BVMT_tot_raw_2,Numeric,8,2,BVMT-R Total Recall raw score,None,None,8,Right,Scale,Input
BVMT_tot_ss_2,Numeric,8,2,BVMT-R Total Recall standard score,None,None,8,Right,Scale,Input
BVMT_delay_raw_2,Numeric,8,2,BVMT-R Delayed Recall raw score,None,None,8,Right,Scale,Input
BVMT_delay_ss_2,Numeric,8,2,BVMT-R Delayed Recall standard score,None,None,8,Right,Scale,Input
BVMT_rec_raw_2,Numeric,8,2,BVMT-R Discrimination Index raw score,None,None,8,Right,Scale,Input
BVMT_rec_perc_2,Numeric,8,2,BVMT-R Discrimination Index percentile,"{.00, <2}...",None,8,Right,Nominal,Input
bnt_ver_2,Numeric,8,2,Boston Naming Test version,"{.00, Full}...",None,8,Right,Nominal,Input
bnt_raw_2,Numeric,8,2,Boston Naming raw score,None,None,11,Right,Scale,Input
bnt_ss_2,Numeric,8,2,Boston Naming standard score,None,None,10,Right,Scale,Input
bdae_CIM_raw_2,Numeric,8,2,BDAE Complex Ideational Material raw score,None,None,8,Right,Scale,Input
bdae_CIM_ss_2,Numeric,8,2,BDAE Complex Ideational Material standard score,None,None,8,Right,Scale,Input
bdae_RS_raw_2,Numeric,8,2,BDAE Repetition of Sentences raw score,None,None,8,Right,Scale,Input
bdae_RN_raw_2,Numeric,8,2,BDAE Response Naming raw score,None,None,8,Right,Scale,Input
bdae_RN_class_2,Numeric,8,2,BDAE Response Naming classification,"{.00, WNL}...",None,8,Right,Nominal,Input
bdae_CT_raw_2,Numeric,8,2,BDAE Picture Description: Cookie Theft (Written) raw score,None,None,8,Right,Scale,Input
bdae_SP_raw_2,Numeric,8,2,BDAE Semantic Probe raw score,None,None,8,Right,Scale,Input
bdae_praxis_NG_raw_2,Numeric,8,2,BDAE Praxis Natural Gestures raw score,None,None,8,Right,Scale,Input
bdae_praxis_CG_raw_2,Numeric,8,2,BDAE Praxis Conventional Gestures raw score,None,None,8,Right,Scale,Input
bdae_praxis_UPO_raw_2,Numeric,8,2,BDAE Praxis Use of Pretended Objects raw score,None,None,8,Right,Scale,Input
bdae_praxis_BFRM_raw_2,Numeric,8,2,BDAE Praxis Bucco-Facial/Respiratory Movements raw score,None,None,8,Right,Scale,Input
bdae_WC_raw_2,Numeric,8,2,BDAE Word Comprehension (Body Parts) raw score,None,None,8,Right,Scale,Input
wratread_form_2,Numeric,8,2,WRAT-4 Word Reading form at time 2,"{1.00, Blue}...",None,8,Right,Nominal,Input
wratread_raw_2,Numeric,8,2,WRAT-4 Word Reading raw score,None,None,16,Right,Scale,Input
wratread_ss_2,Numeric,8,2,WRAT-4 Word Reading standard score,None,None,15,Right,Scale,Input
WJIII_WA_raw_2,Numeric,8,2,WJ-III Word Attack raw score,None,None,8,Right,Scale,Input
WJIII_WA_ss_2,Numeric,8,2,WJ-III Word Attack standard score,None,None,8,Right,Scale,Input
clock_score_2,Numeric,8,2,Clock Drawing score,None,None,15,Right,Scale,Input
clock_time_2,Numeric,8,2,Clock drawn with hands at 10 to 11,"{.00, No}...",None,14,Right,Nominal,Input
clock_class_2,Numeric,8,2,Clock Drawing classification,"{.00, WNL}...",None,8,Right,Nominal,Input
JLO_form_2,Numeric,8,2,JLO Form/Version,"{1.00, H}...",None,8,Right,Nominal,Input
JLO_raw_2,Numeric,8,2,JLO raw score,None,None,8,Right,Scale,Input
JLO_ss_2,Numeric,8,2,JLO standard score,None,None,8,Right,Scale,Input
sdmt_writ_raw_2,Numeric,8,2,Symbol Digit Modalities Test written raw score,None,None,17,Right,Scale,Input
sdmt_writ_ss_2,Numeric,8,2,Symbol Digit Modalities Test written standard score,None,None,16,Right,Scale,Input
sdmt_oral_raw_2,Numeric,8,2,Symbol Digit Modalities Test oral raw score,None,None,17,Right,Scale,Input
sdmt_oral_ss_2,Numeric,8,2,Symbol Digit Modalities Test oral standard score,None,None,16,Right,Scale,Input
PASAT_form_2,Numeric,8,2,PASAT Form,"{.00, A}...",None,8,Right,Nominal,Input
PASAT_3srate_raw_2,Numeric,8,2,"PASAT 3"" rate raw score",None,None,8,Right,Scale,Input
PASAT_3srate_ss_2,Numeric,8,2,"PASAT 3"" rate standard score",None,None,8,Right,Scale,Input
PASAT_2srate_raw_2,Numeric,8,2,"PASAT 2"" rate raw score",None,None,8,Right,Scale,Input
PASAT_2srate_ss_2,Numeric,8,2,"PASAT 2"" rate standard score",None,None,8,Right,Scale,Input
CPT3_disc_ss_2,Numeric,8,2,CPT3 Detectability scaled score,None,None,8,Right,Scale,Input
